,index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
204,601888.XSHG,22.6663,4.6501,21762400000,9.5381,12.8348,24181789609,0.6327,9024918200,8240386994,2012/1/31,0.09340328
205,601901.XSHG,-36.8015,1.9212,27023000000,0.7845,1.9149,51264469990,0.05,1299054440,1013845956,2012/1/31,0.085779464
206,601933.XSHG,35.5787,5.4961,22361248000,5.2015,9.3306,23163714671,0.48,12474297902,12006047152,2012/1/31,0.062520527
207,601958.XSHG,64.8231,3.0674,41268270276,3.4829,3.7683,49362258101,0.16,5661327167,4985687167,2012/1/31,0.078189735
208,601989.XSHG,15.9636,2.0667,81259093988,2.8561,11.4416,2.16E+11,0.47,47103852072,42626100597,2012/1/31,0.092061887
209,000001.XSHE,6.1219,1.2145,87609292114,0.8008,14.9403,1.21E+12,2.01,20701401000,10882540000,2012/2/29,-0.081292511
210,000002.XSHE,7.6078,1.7188,91040340605,1.6463,7.8656,3.00E+11,0.326,29308369223,23783476901,2012/2/29,0
211,000008.XSHE,-288.9459,7.6983,568602766,-0.5678,-0.5943,770517752.6,-0.006,11679829.03,12030080.04,2012/2/29,0.214987022
212,000060.XSHE,18.4794,4.1663,22073467416,5.6036,14.617,28009159185,0.35,9189386878,7935542726,2012/2/29,-0.188780216
213,000069.XSHE,12.5541,2.5547,41615345644,2.8729,10.9097,81247380359,0.271,8951453490,7091397989,2012/2/29,-0.057811129
214,000100.XSHE,12.2851,1.7319,19580065507,2.6214,9.39,69004306655,0.1195,60834136000,59927074000,2012/2/29,-0.116896401
215,000402.XSHE,8.7886,1.093,19797101951,3.2233,10.3965,56511787330,0.6,7303544153,5440677927,2012/2/29,-0.036682848
216,000413.XSHE,215.4881,20.5603,4779840000,3.2405,5.2307,3688567993,0.03,104425460,89559250.79,2012/2/29,0.001602209
217,000415.XSHE,21.4467,1.462,10339529980,1.8112,3.7845,21846364583,0.3197,1466188262,1036862317,2012/2/29,-0.126541256
218,000423.XSHE,25.4175,8.3897,28724625905,16.1098,20.7633,27897612682,0.9372,1862915702,1157644109,2012/2/29,-0.08196815
219,000425.XSHE,8.656,2.1851,33086640790,9.9592,21.1151,53846101659,1.37,25233044685,21955101571,2012/2/29,-0.160838056
220,000503.XSHE,265.0783,5.125,6318720094,0.1796,0.3275,6249917784,0.0045,99694183.97,135382267.3,2012/2/29,-0.176386913
221,000538.XSHE,24.175,6.5087,36157398226,10.2038,17.8649,43071657563,1.24,7741652400,6769161249,2012/2/29,-0.054915563
222,000540.XSHE,21.1662,4.8668,10486260794,2.3934,17.664,22467665936,0.2538,2004355082,1749636830,2012/2/29,-0.019496833
223,000559.XSHE,20.8868,2.7278,10547404860,4.7469,9.2005,14628454817,0.217,6200943486,5822509580,2012/2/29,-0.138971182
224,000568.XSHE,15.7377,7.9136,56731604278,24.1712,34.1465,56573570954,1.44,5628271589,2856713520,2012/2/29,-0.039320825
225,000623.XSHE,6.3063,1.9071,17193858804,20.7774,23.1428,18804075329,2.7168,809481664.1,690911564.4,2012/2/29,-0.085633082
226,000625.XSHE,-231.1901,1.5547,22915447268,2.7517,7.0257,37217163393,0.19,19606549989,20002232604,2012/2/29,-0.075956336
227,000627.XSHE,-19.4546,3.2752,4507454254,-2.728,-3.1988,5262950196,-0.036,797135024.4,832484948.2,2012/2/29,-0.129129582
228,000630.XSHE,15.8678,3.1124,31076322615,3.2688,12.367,49261848234,0.74,52032837532,50898693657,2012/2/29,-0.133109752
229,000651.XSHE,9.6668,3.403,59916679545,4.9914,25.6552,1.25E+11,1.3388,64074612709,61158359768,2012/2/29,0.02057973
230,000671.XSHE,64.0822,2.037,4089722308,0.8814,5.9695,11761758216,0.19,1828169582,1706703768,2012/2/29,0.058980016
231,000686.XSHE,-11.8507,3.2137,9839018575,-0.1107,-0.5469,20765182199,-0.03,677592524.5,717833927.9,2012/2/29,-0.039632436
232,000709.XSHE,33.1658,0.8028,34298088995,0.8678,2.8371,99804099746,0.15,1.08E+11,1.06E+11,2012/2/29,-0.108355304
233,000723.XSHE,86.718,5.4135,2551873285,3.7628,6.7973,2643902662,0.23,1211363702,1164178658,2012/2/29,-0.168498021
234,000725.XSHE,8.4359,1.0305,26367007565,-3.8791,-8.9859,59972852072,-0.16,8514636554,10928202542,2012/2/29,-0.102546742
235,000728.XSHE,95.9285,1.3039,19228539000,1.9189,3.093,27584467397,0.2311,1315052596,759062567.2,2012/2/29,0.036775686
236,000738.XSHE,56.0979,4.3578,10795500676,3.2868,5.6005,12090522079,0.1412,1350949552,1208450824,2012/2/29,-0.138863666
237,000750.XSHE,-30.7684,3.6639,9404161852,1.0709,1.2462,20293252211,0.05,846043430.3,770218550.3,2012/2/29,0.284272051
238,000768.XSHE,-168.7316,2.3282,21902147010,0.1931,0.3771,32166350683,0.0142,5081888777,5059579936,2012/2/29,-0.1289598
239,000776.XSHE,782.9874,2.5239,78578594185,1.7866,6.13,1.36E+11,0.61,4325459006,2377388304,2012/2/29,0.023735176
240,000783.XSHE,-50.9236,1.8514,21032844152,1.0097,3.1584,38751827913,0.14,1337998541,967274968.4,2012/2/29,-0.025944179
241,000792.XSHE,22.1279,4.3588,59612284928,10.514,19.4208,80915739549,1.8385,5539622881,2862752126,2012/2/29,-0.148880612
242,000826.XSHE,25.0317,6.2748,9883499214,5.8911,13.971,12253603100,0.462,1024996030,798413138.5,2012/2/29,-0.083575603
243,000839.XSHE,375.8368,2.0914,12135782387,0.89,1.5777,18870505928,0.0583,1180163423,1267800327,2012/2/29,0.040047921
244,000858.XSHE,16.891,5.786,1.34E+11,16.1359,24.1627,1.47E+11,1.269,15648774490,9035308334,2012/2/29,-0.068103935
245,000876.XSHE,8.1502,3.2723,31364936461,7.4287,14.0505,20968360550,1.03,50764868718,49120061670,2012/2/29,-0.075349089
246,000895.XSHE,-1421.4578,11.3589,41819708049,4.5209,7.8543,42437138787,0.4592,24239106613,23337169831,2012/2/29,-0.001593844
247,000938.XSHE,46.9951,3.1005,2483264000,1.6298,4.2112,3529790114,0.162,3644404044,3629839989,2012/2/29,0.039009001
248,000959.XSHE,-28.3821,1.22,9255561298,0.0867,2.0863,21615136272,0.0549,9502575535,9992265480,2012/2/29,-0.128190311
249,000961.XSHE,10.4474,2.16,11736784221,2.4954,13.1395,31471593063,0.55,7903065272,7025337345,2012/2/29,0.058704976
250,000963.XSHE,24.2906,7.0808,10825456176,7.7243,22.5682,14715366600,0.6757,8194944377,7738330113,2012/2/29,-0.001603316
251,000983.XSHE,18.1593,3.8889,54232152000,8.237,18.4178,85342188908,0.7948,22884339586,19205385113,2012/2/29,-0.147009824
252,002007.XSHE,109.9483,5.9956,14191924224,11.9395,13.7822,12957134001,0.535,738447615.7,363505122.7,2012/2/29,-0.071049819
253,002008.XSHE,11.0406,3.0734,8626715916,5.7164,11.6348,11923045459,0.2756,2673513831,2362243445,2012/2/29,-0.151331545
254,002024.XSHE,11.1852,2.82,62965906794,7.0214,17.3106,1.06E+11,0.4892,67625499000,63105122000,2012/2/29,0.083339112
255,002027.XSHE,-11.1569,2.2011,1330274510,0.1718,0.257,1805997931,0.0056,947381266.9,941843709.9,2012/2/29,-0.077258608
256,002044.XSHE,22.7028,5.6729,2148315000,6.5053,9.2073,2585540322,0.139,579326555.6,536804411.9,2012/2/29,-0.034467726
257,002065.XSHE,20.8624,4.8266,10943941280,9.893,14.5688,11373623439,0.5093,1606056451,1335501979,2012/2/29,0.002894965
258,002074.XSHE,38.7137,4.0839,1763441280,5.7557,10.5459,2441487011,0.18,493069178.8,440614415.3,2012/2/29,-0.080452759
259,002081.XSHE,19.4416,6.7285,20937180820,9.7896,31.9623,21684655943,0.9086,6432177806,5839048120,2012/2/29,-0.031434366
260,002142.XSHE,6.9045,1.5441,28895881701,1.0298,15.1654,2.41E+11,0.89,5706374000,2764872000,2012/2/29,-0.084840923
261,002146.XSHE,8.83,2.9398,18040422400,3.9236,18.5606,33968718458,0.51,6101082479,4839724494,2012/2/29,0.068176517
262,002153.XSHE,26.1591,7.5189,8222592000,15.0778,17.1945,8854453139,0.52,459764525.3,302985073.8,2012/2/29,0.037209463
263,002174.XSHE,-157.4242,4.6022,1050848799,0.1001,0.77,1344172473,0.021,226840813.3,228325157.3,2012/2/29,0.11207718
264,002230.XSHE,60.3012,8.4114,9896552874,6.4937,7.8906,7670455234,0.28,342597397,285178588.4,2012/2/29,-0.085067873
265,002236.XSHE,26.1867,8.6197,12980029404,18.5614,28.2185,14497331409,0.68,2205208207,1870266207,2012/2/29,0.033759546
266,002241.XSHE,25.0854,9.3748,19556177951,12.5641,28.3838,21406888919,0.7,4077000282,3442373221,2012/2/29,-0.002685285
267,002252.XSHE,31.9002,7.506,6865280000,15.0026,16.5791,6584240682,0.51,381696427.9,218311705.2,2012/2/29,0.014243511
268,002292.XSHE,82.8205,8.0109,11051008000,5.7157,6.7608,7207363453,0.22,727006274.2,623049692.8,2012/2/29,-0.16086083
269,002294.XSHE,21.9826,4.6927,10006160000,12.5764,14.766,11936854986,0.79,1077149061,746256481.7,2012/2/29,0.001452441
270,002304.XSHE,23.0191,13.5857,1.34E+11,22.9515,37.134,1.27E+11,3.24,9697320356,5655841725,2012/2/29,-0.014400004
271,002310.XSHE,21.6091,7.4033,13861502214,13.5919,22.8921,14699468220,2.29,1965187858,1566421577,2012/2/29,-0.015618841
272,002352.XSHE,28.9383,2.3797,1709942237,3.2224,4.3585,2073680969,0.4,470163824.5,438363251.6,2012/2/29,-0.076917351
273,002385.XSHE,19.4558,3.8934,13547040000,7.7024,9.8108,14559606885,0.78,5279408885,4905932348,2012/2/29,0.031656319
274,002411.XSHE,33.3098,3.7013,2863026000,5.2652,5.4527,3020826515,0.17,770044002.1,712509134.7,2012/2/29,-0.141119765
275,002415.XSHE,21.5577,6.0473,41180000000,12.7014,14.6805,40368127810,0.87,3453156822,2470651270,2012/2/29,0.034476227
276,002424.XSHE,28.7628,3.8849,7437024000,4.5786,6.8463,8407405958,0.27,701417429.7,554485320,2012/2/29,-0.115124516
277,002426.XSHE,1726.7486,2.5424,3295374300,3.7132,5.2927,4088639982,0.1697,1115660255,1062257041,2012/2/29,-0.157957996
278,002450.XSHE,41.1932,7.6756,7886080000,8.5786,13.64,8172476887,0.25,1526021238,1361799026,2012/2/29,0.016545493
279,002456.XSHE,-401.2205,4.4008,4281600000,-1.4387,-2.6004,4688450853,-0.13,648674946.4,677435315.1,2012/2/29,-0.012556299
280,002460.XSHE,54.1218,4.9285,3568500000,5.1303,5.8898,4023862474,0.28,327739393.9,282919396.3,2012/2/29,-0.047925422
281,002465.XSHE,36.1907,1.907,8153059625,2.5843,2.9048,8694467710,0.3679,658569640.3,549797985.7,2012/2/29,-0.021621339
282,002466.XSHE,109.3805,4.6195,4546710000,2.9892,3.3418,5192804839,0.22,298312158.1,267370981.9,2012/2/29,-0.070167647
283,002468.XSHE,-35.2879,2.7317,2073600000,3.0888,4.7192,2985511165,0.194,813493135.8,777625233.6,2012/2/29,-0.120380148
284,002470.XSHE,18.3996,3.3347,10290000000,8.6549,13.7957,13161820051,0.57,6334742942,5843040740,2012/2/29,-0.077542627
285,002475.XSHE,22.6307,4.9016,9020220000,10.4286,11.1446,10445640552,0.73,1805745307,1506388762,2012/2/29,-0.104029197
286,002500.XSHE,-326.9476,2.8705,17134572000,0.8005,2.2936,28146131862,0.06,764146400,593553103,2012/2/29,-0.096631663
287,002508.XSHE,17.6261,2.7973,4224000000,7.014,8.7418,4245859793,0.48,1066937024,928033582.3,2012/2/29,0.03151876
288,002555.XSHE,48.4971,2.0384,1559760000,6.0338,7.8995,1915721333,0.2783,253102516.8,224929800.2,2012/2/29,-0.110798759
289,002558.XSHE,29.8332,2.4928,1470840000,6.2979,7.4814,1511286005,0.48,232718969,204381787.7,2012/2/29,-0.049762721
290,002572.XSHE,21.9012,2.8345,3864840000,9.0828,10.6158,4293748635,0.8,629835600.6,531961977.7,2012/2/29,0.049262137
291,002601.XSHE,16.3589,4.5201,9116120000,16.0068,27.3354,8390870390,4.32,1510362207,1126040681,2012/2/29,-0.084868092
292,002602.XSHE,21.7711,1.7509,2702000000,9.5175,12.6759,3363782564,0.88,745992572.1,605838766.9,2012/2/29,-0.082256098
293,002608.XSHE,23.3694,1.7507,3463320000,3.6252,10.8872,6726447058,1.43,1953159643,1756742375,2012/2/29,-0.112901977
294,002624.XSHE,27.4313,3.2557,1583000000,12.3847,23.1718,197559732.2,0.66,332677250.5,285246943.5,2012/2/29,-0.11559849
295,300003.XSHE,22.1399,5.0665,11863320000,20.2656,21.469,11165102205,0.5827,919846240.2,387078914.1,2012/2/29,-0.09925056
296,300015.XSHE,41.7939,6.8316,9342864000,8.1282,10.3255,9332816275,0.31,966750963.5,777018084.7,2012/2/29,-0.081848552
297,300017.XSHE,30.4012,2.7762,2163626433,4.5921,4.8207,1922528782,0.23,382167189.9,346917794.5,2012/2/29,0.131085781
298,300024.XSHE,26.8899,4.7892,5685306000,11.1411,14.3322,5649031650,0.54,783560295.4,660155154.9,2012/2/29,-0.105768249
299,300027.XSHE,35.4029,5.3838,9084096000,5.1512,6.5198,9548149075,0.17,481297344,379519891.3,2012/2/29,-0.08123126
300,300033.XSHE,76.0573,2.1902,2448768000,4.0142,4.5664,2717977058,0.37,167909628.4,118080013.6,2012/2/29,-0.121831905
301,300059.XSHE,32.9964,2.8394,4827900000,6.0782,6.4303,4148292910,0.32,280308218.8,170605529.4,2012/2/29,-0.134458314
302,300070.XSHE,25.0106,3.9238,12806640000,2.5622,2.724,12240238305,0.25,368083629.7,275351643.5,2012/2/29,-0.042935576
303,300072.XSHE,25.5659,2.97,3390832200,3.6867,5.5583,3763745417,0.31,409472534.7,340213144.3,2012/2/29,0.039577253
304,300122.XSHE,70.599,4.2514,9600000000,5.6875,5.9543,11197163181,0.32,456652112.1,309831451.8,2012/2/29,-0.102090873
305,300124.XSHE,24.8037,4.5549,11404800000,10.2343,10.9358,15352248690,1.19,789887920.8,498177781.4,2012/2/29,-0.116855734
306,300136.XSHE,21.8487,3.326,2244112200,8.8253,9.145,2949590989,0.4149,121334857.4,56642914.4,2012/2/29,0.07130495
307,300144.XSHE,29.9783,3.1159,8426880000,7.3876,8.4863,9670402217,0.4,504532175.1,223844591.1,2012/2/29,-0.066666667
308,300251.XSHE,25.9803,3.4689,6203360000,8.8568,10.3649,6925068440,1.14,413759118.4,290804273.7,2012/2/29,0.045931236
309,600000.XSHG,5.0276,1.1958,1.78E+11,0.8475,15.1658,2.52E+12,1.067,49307426000,23080440000,2012/2/29,-0.063944323
310,600008.XSHG,21.5673,2.2528,12144000000,1.974,5.1517,21623828218,0.1198,1855861893,1577820959,2012/2/29,-0.108697404
311,600009.XSHG,14.973,1.6459,25281694838,8.8693,10.1965,26607369528,0.78,4611211636,3235233721,2012/2/29,-0.015244701
312,600010.XSHG,48.6856,2.6208,33788365646,1.0779,3.8675,63493259431,0.08,42814922834,42158308572,2012/2/29,0.131135176
313,600015.XSHG,6.3633,1.24,79251327228,0.6168,13.5616,1.08E+12,1.09,24577242161,15882745794,2012/2/29,-0.072610294
314,600018.XSHG,16.9905,1.511,68493090747,6.2652,9.2333,95519826084,0.1672,16140750027,10697692371,2012/2/29,-0.036532258
315,600019.XSHG,49.7491,0.8666,92288493424,2.96,6.0051,2.10E+11,0.36,1.67E+11,1.60E+11,2012/2/29,-0.09488937
316,600021.XSHG,14.4957,1.8066,10634504107,1.1597,3.394,31728430808,0.0906,13327770691,13273973338,2012/2/29,-0.054327023
317,600030.XSHG,9.3919,1.7622,1.30E+11,2.4444,4.8999,1.62E+11,0.34,9449919983,4933372613,2012/2/29,-0.017795392
318,600031.XSHG,9.4772,5.6308,1.11E+11,19.1926,51.047,1.43E+11,1.01,41303142489,31889071190,2012/2/29,-0.158436183
319,600038.XSHG,59.1548,3.9284,5913745500,2.0366,4.5376,9951536919,0.1944,1340760389,1263564009,2012/2/29,0
320,600048.XSHG,8.1094,1.8727,66026448115,2.052,11.1958,2.19E+11,0.58,21814023616,16895904145,2012/2/29,0.017121853
321,600050.XSHG,65.1901,1.4594,1.04E+11,0.9452,1.9779,3.29E+11,0.0663,1.61E+11,1.56E+11,2012/2/29,-0.134969726
322,600061.XSHG,235.9936,5.0026,2926345651,1.8281,3.7621,4620362297,0.051,2352659615,2326250357,2012/2/29,-0.115831095
323,600066.XSHG,11.2358,5.0365,16787621903,9.7833,27.2874,14837663589,1.41,11232502616,10379107318,2012/2/29,-0.025280447
324,600068.XSHG,17.0943,2.6476,29469028356,2.5103,12.1459,77693163625,0.369,35074608673,33424373669,2012/2/29,-0.152654658
325,600074.XSHG,8.5471,6.3432,2406916512,-1.0165,-7.5689,5932804514,-0.042,1483101016,1501724300,2012/2/29,-0.17581804
326,600085.XSHG,36.2407,5.5837,19413799512,7.7728,10.371,19371947312,0.265,4780178713,4148756853,2012/2/29,-0.066394554
327,600089.XSHG,27.1902,1.7925,23034793002,3.798,8.3659,43772144524,0.3872,12717958691,11723206190,2012/2/29,-0.117857881
328,600100.XSHG,22.9309,2.5126,21447294955,1.392,2.8793,30394394480,0.1165,13816198314,13649396368,2012/2/29,-0.138084522
329,600104.XSHG,7.2284,1.6986,1.74E+11,8.294,16.2283,2.88E+11,1.438,3.26E+11,3.04E+11,2012/2/29,-0.05960868
330,600109.XSHG,444.4133,3.4242,11102687576,2.3623,7.5052,17162970494,0.235,933904853.4,636255608.1,2012/2/29,-0.009904479
331,600111.XSHG,10.785,11.8814,66933185940,44.4699,81.174,71565608899,2.584,10090210627,3030566770,2012/2/29,0.207887648
332,600118.XSHG,52.1437,6.6073,13325936022,3.7693,8.0043,16766444702,0.21,2199386775,2023977759,2012/2/29,-0.08836271
333,600153.XSHG,6.0713,2.0666,16671243020,3.7507,22.287,58644592310,0.67,57151916342,55376769627,2012/2/29,-0.017451613
334,600157.XSHG,20.0791,3.6243,10291507789,2.664,11.9343,15812892893,0.3769,1001544734,782708578.4,2012/2/29,-0.096553425
335,600170.XSHG,7.0906,1.1104,11563614870,1.6636,9.2416,60584579247,0.77,59021986646,58079160282,2012/2/29,0.175998395
336,600177.XSHG,25.9914,1.8365,22177052482,2.9443,9.3741,53994958176,0.556,8031467770,7486149536,2012/2/29,-0.029107823
337,600196.XSHG,11.9903,1.8007,17596585443,6.5683,11.672,25968946961,0.56,4632511537,4680608399,2012/2/29,-0.001081602
338,600208.XSHG,19.4571,2.4958,24408112807,1.8395,6.6286,48018656800,0.094,4020357021,3962653793,2012/2/29,-0.04579824
339,600219.XSHG,12.058,0.9829,15221795876,6.3157,6.7724,15921578561,0.53,13328076903,11951377507,2012/2/29,-0.110546067
340,600221.XSHG,9.3564,1.4534,21040003565,3.1037,17.1759,83888671117,0.55,19364906000,16937682000,2012/2/29,-0.139252219
341,600233.XSHG,18.7128,1.9249,1798500000,7.186,7.5242,2323375048,0.3937,625222346.8,518707464.7,2012/2/29,-0.082579996
342,600271.XSHG,19.607,4.3666,20905776000,14.3266,17.0158,26656174508,0.81,8277492415,7143232102,2012/2/29,-0.193468334
343,600276.XSHG,29.2549,7.1268,30104730198,16.553,18.1488,33142205392,0.5975,3319215604,2485369712,2012/2/29,-0.020542061
344,600297.XSHG,-761.2063,2.8003,2257500000,0.2762,0.6269,3853962529,0.0144,677118452.7,681222793.6,2012/2/29,-0.113173989
345,600309.XSHG,14.736,4.4154,32089047245,13.969,23.4568,41428325676,0.71,10509011428,8192119491,2012/2/29,-0.119278518
346,600340.XSHG,5.6372,4.6506,12958341742,5.8811,66.1488,32664901147,2.19,7790006805,6046169589,2012/2/29,-0.018153676
347,600352.XSHG,12.1914,1.4761,9955860005,4.7907,10.7142,20180688903,0.4692,6188537910,5677642753,2012/2/29,-0.073766743
348,600369.XSHG,-75.1692,2.1255,21042344332,0.9572,1.8066,32601570765,0.09,698581043.1,608138808.8,2012/2/29,-0.056284153
349,600372.XSHG,52.4629,6.7426,23484156706,4.1892,8.3964,27740212649,0.32,2607228424,2296031480,2012/2/29,-0.157802149
350,600373.XSHG,17.7159,2.8532,10868414545,7.585,11.7593,10101354599,0.75,3451114564,3149584541,2012/2/29,-0.154486887
351,600376.XSHG,7.2226,1.446,17398017000,0.6819,3.1457,54071516981,0.25,2101925737,2318963572,2012/2/29,0.003427812
352,600383.XSHG,7.7639,1.2561,25934749718,0.6583,2.6831,89624682030,0.11,6496176516,5725712938,2012/2/29,0.032769789
353,600390.XSHG,-10.7358,4.02,2167077000,-6.641,-14.9267,2599088095,-0.54,1259446049,1368548921,2012/2/29,-0.080502216
354,600406.XSHG,29.9441,12.1653,35659683229,15.7988,30.9476,35830153967,0.54,4660016951,3831184230,2012/2/29,-0.070102671
355,600415.XSHG,48.6117,3.0071,23487469169,3.4476,7.573,33213054639,0.21,2408867160,1700693412,2012/2/29,-0.157581789
356,600436.XSHG,31.0515,8.5121,9800000000,12.8685,17.7691,8845660090,1.38,748436762.2,522811518.2,2012/2/29,-0.013289345
357,600482.XSHG,48.1347,3.6681,4333400000,1.6273,4.3393,7375992274,0.11,3213977347,3159099518,2012/2/29,-0.051065913
358,600485.XSHG,368.6567,2.7635,1355371080,0.3192,0.5041,2035899210,0.017,182013848.4,181750305.8,2012/2/29,-0.080780058
359,600489.XSHG,19.2966,5.4664,46895445491,11.0412,20.1031,51793168958,0.72,22077562413,19588278493,2012/2/29,-0.142259126
360,600498.XSHG,24.1953,3.1989,12429645113,3.8755,8.6064,17267180797,0.71,4643443858,4446362973,2012/2/29,-0.049114674
361,600518.XSHG,21.5873,3.0224,27945661079,5.6848,9.2811,36535451789,0.299,4272739873,3470976301,2012/2/29,-0.000786453
362,600519.XSHG,17.0152,8.4936,2.12E+11,23.7021,31.8919,2.06E+11,6.33,13642075480,4362971847,2012/2/29,-0.036682091
363,600522.XSHG,27.8402,1.7159,7456003027,6.4125,11.1701,8543046647,0.559,4873970524,4455333585,2012/2/29,-0.077182768
364,600535.XSHG,26.0446,5.5741,20088789620,9.5492,15.3388,22547542206,1.01,4761055734,4237410287,2012/2/29,-0.089202649
365,600547.XSHG,20.7521,9.4485,53578676161,16.7003,36.2244,59607111768,1.1889,31433375580,29092486678,2012/2/29,-0.129083696
366,600549.XSHG,15.1449,7.4468,25621988600,10.9039,30.7985,32943795579,1.3281,9767492351,7846581311,2012/2/29,0.096886739
367,600570.XSHG,26.506,6.3144,7690842432,7.083,10.4672,8857976701,0.171,557557093.5,487914676.6,2012/2/29,-0.010549227
368,600583.XSHG,84.9104,2.4962,23570006400,-0.5153,-1.012,30955642245,-0.02,4315266027,4411281909,2012/2/29,-0.082520157
369,600588.XSHG,20.4653,5.1347,15175802626,1.7437,3.5984,19871253243,0.111,2236905267,2202500934,2012/2/29,0.009677808
370,600606.XSHG,14.5266,1.2426,2606409590,2.4812,6.0919,5896376095,0.244,460443503.4,418360901.3,2012/2/29,-0.109848242
371,600637.XSHG,41.4601,7.2442,18755315503,1.6403,2.8202,10240094449,0.0582,958604391.7,696579597.1,2012/2/29,-0.137170551
372,600649.XSHG,11.2109,1.2153,15121465192,3.6153,7.4505,26669798964,0.39,2687870142,2124823091,2012/2/29,-0.063827512
373,600660.XSHG,14.2439,2.8285,17626279722,10.3551,19.9104,23988384317,0.58,7101029788,5811567161,2012/2/29,-0.089769178
374,600663.XSHG,28.9699,2.0761,22542945880,4.47,9.5896,32806301987,0.5436,3239719786,2030707273,2012/2/29,-0.06711129
375,600674.XSHG,31.738,1.8344,11400303602,3.6003,6.2869,17771990585,0.3957,884145019.5,729367357.9,2012/2/29,-0.067102004
